,DQN
10005,-1
10006,0
10007,-1
10008,1
10009,-1
10010,-1
10011,-3
10012,-1
10013,-1
10014,-2
10015,-1
10016,-2
10017,-2
10018,0
10019,-1
10020,-1
10021,-2
10022,-1
10023,1
10024,-1
10025,0
10026,-1
10027,0
10028,0
10029,-1
10030,0
10031,-6
10032,-2
10033,-1
10034,0
10035,-2
10036,-1
10037,0
10038,-2
10039,0
10040,0
10041,0
10042,0
10043,0
10044,-2
10045,-1
10046,-3
10047,0
10048,-3
10049,-2
10050,-4
10051,-1
10052,-2
10053,0
10054,0
10055,-1
10056,-4
10057,-1
10058,-2
10059,-1
10060,-4
10061,-2
10062,1
10063,-1
10064,0
10065,0
10066,-2
10067,-2
10068,-1
10069,0
10070,-2
10071,0
10072,-1
10073,0
10074,-2
10075,0
10076,0
10077,-1
10078,-1
10079,-1
10080,-2
10081,-2
10082,0
10083,-1
10084,-1
10085,-2
10086,-2
10087,-1
10088,-2
10089,-1
10090,-1
10091,-6
10092,0
10093,1
10094,0
10095,-2
10096,0
10097,-2
10098,-3
10099,-1
10100,0
10101,-1
10102,0
10103,-2
10104,-2
10105,-1
10106,-1
10107,-1
10108,0
10109,-2
10110,0
10111,-7
10112,-1
10113,-2
10114,1
10115,-2
10116,0
10117,0
10118,1
10119,-1
10120,-1
10121,-1
10122,-5
10123,-1
10124,-1
10125,-1
10126,-1
10127,-2
10128,-6
10129,-4
10130,-2
10131,-1
10132,-3
10133,0
10134,0
10135,-1
10136,-4
10137,-1
10138,-2
10139,-2
10140,1
10141,0
10142,0
10143,-2
10144,0
10145,-4
10146,-1
10147,-2
10148,-1
10149,-2
10150,-3
10151,0
10152,-1
10153,-1
10154,-2
10155,-1
10156,-1
10157,-2
10158,0
10159,1
10160,0
10161,0
10162,-2
10163,0
10164,1
10165,-1
10166,0
10167,-2
10168,-1
10169,-1
10170,-1
10171,-2
10172,-2
10173,-2
10174,-1
10175,-2
10176,0
10177,-1
10178,-1
10179,-1
10180,-2
10181,0
10182,-2
10183,-1
10184,-1
10185,1
10186,-1
10187,-2
10188,-2
10189,-2
10190,-1
10191,-3
10192,-1
10193,-3
10194,-1
10195,-2
10196,-2
10197,-1
10198,0
10199,-1
10200,-2
10201,-1
10202,-2
10203,1
10204,0
10205,0
10206,-1
10207,0
10208,-1
10209,-1
10210,-3
10211,0
10212,-1
10213,0
10214,-1
10215,-1
10216,-2
10217,0
10218,0
10219,1
10220,1
10221,-1
10222,0
10223,-1
10224,-1
10225,-1
10226,-1
10227,-2
10228,-2
10229,-1
10230,-3
10231,0
10232,0
10233,0
10234,-2
10235,-2
10236,-2
10237,-1
10238,0
10239,-1
10240,-4
10241,0
10242,-4
10243,0
10244,0
10245,-1
10246,-2
10247,0
10248,0
10249,-2
10250,0
10251,-1
10252,0
10253,-1
10254,-1
10255,-1
10256,0
10257,0
10258,-1
10259,0
10260,0
10261,-1
10262,-2
10263,-2
10264,1
10265,-1
10266,-2
10267,-2
10268,-3
10269,-4
10270,-4
10271,-3
10272,-2
10273,-1
10274,1
10275,0
10276,0
10277,-4
10278,-1
10279,0
10280,-1
10281,0
10282,0
10283,0
10284,0
10285,-1
10286,0
10287,0
10288,0
10289,-2
10290,-3
10291,-1
10292,0
10293,1
10294,-3
10295,-4
10296,-2
10297,-1
10298,-2
10299,-2
10300,-2
10301,0
10302,-2
10303,-2
10304,-1
10305,-1
10306,1
10307,-1
10308,-2
10309,1
10310,-1
10311,-1
10312,-1
10313,0
10314,-1
10315,-3
10316,-1
10317,-4
10318,-2
10319,0
10320,0
10321,-1
10322,-3
10323,0
10324,-1
10325,-2
10326,-1
10327,-3
10328,-4
10329,-1
10330,0
10331,-1
10332,-4
10333,-1
10334,-3
10335,0
10336,-2
10337,-1
10338,0
10339,0
10340,-1
10341,-1
10342,-3
10343,-3
10344,-2
10345,-1
10346,0
10347,-1
10348,0
10349,-1
10350,-1
10351,-4
10352,-2
10353,0
10354,0
10355,-2
10356,-1
10357,-3
10358,0
10359,0
10360,1
10361,-1
10362,-1
10363,1
10364,1
10365,-1
10366,1
10367,-4
10368,-2
10369,-4
10370,-3
10371,-3
10372,0
10373,0
10374,-3
10375,-1
10376,0
10377,-3
10378,0
10379,-1
10380,-1
10381,-1
10382,-2
10383,-3
10384,0
10385,-1
10386,0
10387,0
10388,-1
10389,0
10390,-1
10391,-1
10392,-1
10393,1
10394,0
10395,0
10396,-4
10397,-1
10398,-1
10399,1
10400,0
10401,-3
10402,-4
10403,-2
10404,-2
10405,-3
10406,-1
10407,-3
10408,-3
10409,-3
10410,-1
10411,-1
10412,0
10413,-2
10414,-1
10415,-2
10416,1
10417,-1
10418,0
10419,-2
10420,0
10421,-3
10422,-2
10423,-1
10424,-1
10425,-1
10426,-3
10427,-1
10428,-3
10429,-1
10430,-2
10431,-1
10432,-1
10433,-11
10434,0
10435,0
10436,-2
10437,-3
10438,0
10439,-3
10440,0
10441,1
10442,-1
10443,-1
10444,0
10445,-1
10446,-1
10447,-1
10448,-1
10449,1
10450,-2
10451,-1
10452,-1
10453,0
10454,-1
10455,0
10456,-1
10457,-1
10458,-3
10459,-1
10460,-2
10461,0
10462,-7
10463,-1
10464,-1
10465,-3
10466,-2
10467,-1
10468,-2
10469,-1
10470,0
10471,-1
10472,0
10473,-1
10474,-2
10475,-1
10476,-2
10477,-1
10478,0
10479,-2
10480,1
10481,-2
10482,-3
10483,1
10484,-1
10485,-2
10486,-3
10487,0
10488,-1
10489,0
10490,0
10491,-1
10492,-1
10493,-1
10494,-1
10495,-2
10496,-1
10497,-1
10498,0
10499,-1
10500,-3
10501,-2
10502,-1
10503,-1
10504,-1
10505,1
10506,-1
10507,0
10508,-1
10509,-1
10510,-4
10511,-2
10512,-1
10513,-1
10514,-2
10515,-1
10516,-1
10517,-4
10518,1
10519,0
10520,-1
10521,-4
10522,-1
10523,-3
10524,-1
10525,-1
10526,0
10527,-1
10528,-1
10529,-1
10530,-2
10531,-1
10532,-1
10533,1
10534,-2
10535,1
10536,0
10537,-1
10538,0
10539,0
10540,-1
10541,-3
10542,-4
10543,-1
10544,-4
10545,-1
10546,-2
10547,-2
10548,-1
10549,0
10550,-2
10551,0
10552,-3
10553,-1
10554,-1
10555,-3
10556,-1
10557,-1
10558,-2
10559,1
10560,-1
10561,-1
10562,-1
10563,0
10564,-1
10565,0
10566,-1
10567,-3
10568,-3
10569,0
10570,-2
10571,-2
10572,0
10573,-2
10574,-2
10575,-1
10576,0
10577,-4
10578,-1
10579,0
10580,-3
10581,-2
10582,-2
10583,1
10584,-2
10585,-1
10586,0
10587,-1
10588,-1
10589,-1
10590,-1
10591,-1
10592,-1
10593,-1
10594,-1
10595,-1
10596,-1
10597,-1
10598,-1
10599,-1
10600,0
10601,-2
10602,0
10603,0
10604,0
10605,-3
10606,-2
10607,-2
10608,-1
10609,-1
10610,-1
10611,-2
10612,-1
10613,-1
10614,-1
10615,-2
10616,-1
10617,-1
10618,-1
10619,-1
10620,-1
10621,-1
10622,0
10623,1
10624,0
10625,-1
10626,-2
10627,-1
10628,-2
10629,-1
10630,-2
10631,0
10632,-1
10633,-1
10634,-1
10635,-1
10636,-2
10637,-4
10638,-2
10639,-1
10640,-1
10641,0
10642,-3
10643,-1
10644,0
10645,0
10646,-1
10647,-1
10648,0
10649,-3
10650,-2
10651,-1
10652,-2
10653,-2
10654,-2
10655,0
10656,-1
10657,0
10658,0
10659,-4
10660,-1
10661,0
10662,-1
10663,0
10664,0
10665,0
10666,-2
10667,-4
10668,0
10669,-1
10670,0
10671,0
10672,-1
10673,-4
10674,1
10675,0
10676,-4
10677,0
10678,0
10679,-2
10680,-1
10681,0
10682,0
10683,-1
10684,1
10685,-2
10686,0
10687,-1
10688,-1
10689,-2
10690,-1
10691,-2
10692,-1
10693,-1
10694,-1
10695,-2
10696,-2
10697,-1
10698,-1
10699,-3
10700,-1
10701,-1
10702,-1
10703,-1
10704,-1
10705,-2
10706,0
10707,-2
10708,0
10709,-4
10710,-1
10711,-1
10712,-2
10713,-1
10714,-1
10715,-1
10716,-2
10717,-1
10718,-2
10719,0
10720,-1
10721,0
10722,-1
10723,0
10724,-2
10725,0
10726,-4
10727,-4
10728,-1
10729,-1
10730,-1
10731,0
10732,1
10733,-7
10734,-1
10735,-2
10736,-1
10737,-1
10738,-4
10739,-6
10740,0
10741,0
10742,0
10743,-4
10744,0
10745,-1
10746,-1
10747,-2
10748,-1
10749,0
10750,0
10751,-2
10752,0
10753,-1
10754,-1
10755,-2
10756,-2
10757,0
10758,-2
10759,0
10760,1
10761,1
10762,-2
10763,0
10764,-1
10765,-1
10766,-1
10767,0
10768,-1
10769,-1
10770,-2
10771,-1
10772,0
10773,0
10774,-2
10775,1
10776,0
10777,-2
10778,-1
10779,-2
10780,-1
10781,-3
10782,0
10783,0
10784,0
10785,-2
10786,0
10787,-4
10788,-2
10789,-1
10790,-3
10791,0
10792,0
10793,-3
10794,-1
10795,-1
10796,1
10797,0
10798,0
10799,-1
10800,-1
10801,-2
10802,-2
10803,0
10804,-4
10805,0
10806,0
10807,-2
10808,1
10809,0
10810,-1
10811,0
10812,-1
10813,1
10814,-1
10815,1
10816,-1
10817,-1
10818,0
10819,1
10820,-1
10821,-1
10822,0
10823,0
10824,-1
10825,-2
10826,-1
10827,-2
10828,-1
10829,-1
10830,-1
10831,0
10832,1
10833,-1
10834,-1
10835,-1
10836,-3
10837,0
10838,-1
10839,-2
10840,-2
10841,0
10842,-5
10843,-3
10844,-1
10845,0
10846,-1
10847,1
10848,1
10849,0
10850,-3
10851,0
10852,0
10853,-1
10854,-1
10855,-2
10856,0
10857,-1
10858,-2
10859,0
10860,-1
10861,-3
10862,-1
10863,-1
10864,-1
10865,0
10866,-1
10867,0
10868,0
10869,-1
10870,-2
10871,-1
10872,-1
10873,-2
10874,-1
10875,-1
10876,-2
10877,-1
10878,0
10879,-1
10880,-3
10881,-2
10882,0
10883,0
10884,0
10885,-2
10886,-3
10887,-3
10888,-2
10889,-3
10890,0
10891,0
10892,0
10893,-1
10894,-1
10895,0
10896,0
10897,1
10898,-1
10899,0
10900,0
10901,-1
10902,-1
10903,-6
10904,-2
10905,-3
10906,-1
10907,0
10908,0
10909,0
10910,0
10911,-2
10912,-1
10913,0
10914,-2
10915,0
10916,0
10917,-1
10918,-3
10919,-1
10920,-1
10921,-2
10922,0
10923,-2
10924,-1
10925,-2
10926,-2
10927,0
10928,-1
10929,-1
10930,-3
10931,-2
10932,-1
10933,1
10934,-2
10935,0
10936,-4
10937,-2
10938,-1
10939,1
10940,-4
10941,-3
10942,0
10943,-1
10944,-1
10945,-3
10946,0
10947,1
10948,1
10949,-1
10950,-1
10951,-1
10952,0
10953,-2
10954,-2
10955,0
10956,0
10957,0
10958,0
10959,0
10960,-1
10961,-2
10962,-3
10963,-1
10964,-3
10965,-1
10966,-2
10967,1
10968,-1
10969,0
10970,-1
10971,-3
10972,-2
10973,-1
10974,0
10975,0
10976,-1
10977,0
10978,0
10979,0
10980,-1
10981,-1
10982,0
10983,-3
10984,0
10985,1
10986,-2
10987,1
10988,0
10989,-2
10990,-2
10991,-2
10992,-2
10993,-1
10994,-1
10995,0
10996,0
10997,-1
10998,-2
10999,-1
11000,-3
11001,0
11002,0
11003,-4
11004,-2
11005,0
11006,0
11007,-2
11008,-1
11009,0
11010,-2
11011,-1
11012,0
11013,-1
11014,-2
11015,0
11016,0
11017,0
11018,-1
11019,-2
11020,-2
11021,-2
11022,-1
11023,-1
11024,-4
11025,-3
11026,-1
11027,-2
11028,-1
11029,-1
11030,-1
11031,-3
11032,-1
11033,-1
11034,-2
11035,-1
11036,0
11037,1
11038,-1
11039,0
11040,-1
11041,0
11042,0
11043,0
11044,-3
11045,-2
11046,0
11047,0
11048,-1
11049,-1
11050,-1
11051,-1
11052,-3
11053,0
11054,-2
11055,-1
11056,0
11057,-2
11058,-2
11059,1
11060,-1
11061,-1
11062,-2
11063,-1
11064,0
11065,-4
11066,0
11067,-1
11068,0
11069,-1
11070,0
11071,-4
11072,0
11073,1
11074,-3
11075,-3
11076,0
11077,-1
11078,0
11079,-2
11080,-1
11081,-1
11082,-2
11083,-1
11084,-1
11085,0
11086,-2
11087,0
11088,-1
11089,-1
11090,-2
11091,0
11092,-2
11093,-3
11094,-4
11095,-3
11096,-1
11097,0
11098,0
11099,0
11100,-2
11101,-1
11102,0
11103,0
11104,1
11105,0
11106,0
11107,-2
11108,1
11109,0
11110,-2
11111,0
11112,0
11113,-1
11114,-2
11115,0
11116,-1
11117,0
11118,-1
11119,-5
11120,0
11121,-1
11122,1
11123,1
11124,-1
11125,0
11126,0
11127,-1
11128,-1
11129,-2
11130,1
11131,-1
11132,1
11133,0
11134,-2
11135,-1
11136,-3
11137,0
11138,-1
11139,-2
11140,-5
11141,-3
11142,0
11143,0
11144,-2
11145,-3
11146,-2
11147,-3
11148,-1
11149,0
11150,0
11151,0
11152,-3
11153,-3
11154,-1
11155,0
11156,-1
11157,-1
11158,-1
11159,0
11160,-1
11161,-1
11162,0
11163,-1
11164,-4
11165,-1
11166,-1
11167,0
11168,0
11169,-1
11170,0
11171,-1
11172,-1
11173,-1
11174,0
11175,-1
11176,1
11177,-3
11178,1
11179,-1
11180,-1
11181,-2
11182,-1
11183,-1
11184,-1
11185,0
11186,0
11187,0
11188,-5
11189,-1
11190,0
11191,-2
11192,-2
11193,-1
11194,0
11195,0
11196,-1
11197,0
11198,1
11199,0
11200,-2
11201,0
11202,-1
11203,-3
11204,-1
11205,-1
11206,-1
11207,0
11208,-1
11209,-2
11210,-1
11211,-2
11212,0
11213,0
11214,-2
11215,0
11216,0
11217,0
11218,0
11219,0
11220,1
11221,-5
11222,-1
11223,-1
11224,-1
11225,0
11226,-1
11227,-1
11228,0
11229,-1
11230,-2
11231,-1
11232,-1
11233,-1
11234,-1
11235,-2
11236,-2
11237,-1
11238,-1
11239,-3
11240,0
11241,1
11242,0
11243,1
11244,-2
11245,-2
11246,-1
11247,0
11248,-1
11249,-2
11250,-2
11251,0
11252,-3
11253,-1
11254,-2
11255,0
11256,1
11257,-2
11258,0
11259,-2
11260,0
11261,0
11262,-2
11263,-2
11264,-1
11265,0
11266,-1
11267,0
11268,-2
11269,-2
11270,0
11271,-2
11272,-2
11273,0
11274,-1
11275,0
11276,-2
11277,-1
11278,-3
11279,0
11280,-3
11281,-2
11282,0
11283,0
11284,-2
11285,-2
11286,-2
11287,-2
11288,1
11289,-3
11290,-3
11291,-8
11292,0
11293,-3
11294,0
11295,-4
11296,0
11297,-2
11298,-3
11299,0
11300,-1
11301,-2
11302,-3
11303,0
11304,-1
11305,-1
11306,-2
11307,0
11308,-1
11309,-1
11310,-1
11311,-1
11312,0
11313,-1
11314,-2
11315,-2
11316,-2
11317,-2
11318,0
11319,-1
11320,-1
11321,-1
11322,-1
11323,-1
11324,-3
11325,-1
11326,0
11327,-2
11328,-2
11329,-2
11330,-1
11331,-2
11332,-1
11333,0
11334,0
11335,-1
11336,0
11337,-1
11338,-1
11339,-1
11340,-1
11341,-1
11342,-1
11343,0
11344,0
11345,0
11346,-1
11347,-2
11348,-2
11349,-1
11350,0
11351,-2
11352,-1
11353,0
11354,-1
11355,-1
11356,-1
11357,-3
11358,0
11359,-1
11360,-2
11361,0
11362,-6
11363,-6
11364,-1
11365,-1
11366,-1
11367,-3
11368,0
11369,-1
11370,-1
11371,-1
11372,-1
11373,-1
11374,-1
11375,-1
11376,-2
11377,-1
11378,-1
11379,-1
11380,-4
11381,0
11382,1
11383,0
11384,-1
11385,-2
11386,-1
11387,-1
11388,-2
11389,0
11390,1
11391,1
11392,-1
11393,0
11394,0
11395,-1
11396,0
11397,-2
11398,-2
11399,-1
11400,-1
11401,-3
11402,-2
11403,1
11404,-1
11405,0
11406,-1
11407,-3
11408,-2
11409,-4
11410,-3
11411,0
11412,-1
11413,-2
11414,-4
11415,-1
11416,-1
11417,-1
11418,0
11419,0
11420,0
11421,1
11422,-1
11423,-1
11424,0
11425,0
11426,-3
11427,-1
11428,-3
11429,-1
11430,0
11431,-1
11432,-1
11433,-6
11434,0
11435,0
11436,-1
11437,-1
11438,0
11439,0
11440,-1
11441,-4
11442,-1
11443,-1
11444,-4
11445,1
11446,-1
11447,-1
11448,-1
11449,-3
11450,-1
11451,-1
11452,-1
11453,-1
11454,-6
11455,-1
11456,-2
11457,-2
11458,0
11459,0
11460,-4
11461,-1
11462,0
11463,1
11464,-1
11465,0
11466,-1
11467,0
11468,0
11469,-1
11470,0
11471,0
11472,-1
11473,-1
11474,-1
11475,-1
11476,-1
11477,-2
11478,-1
11479,-1
11480,0
11481,-1
11482,-3
11483,-1
11484,-2
11485,0
11486,0
11487,-1
11488,-2
11489,-1
11490,-1
11491,-1
11492,-2
11493,-1
11494,-6
11495,-2
11496,-2
11497,-2
11498,-1
11499,-2
11500,-2
11501,-1
11502,-1
11503,-1
11504,1
11505,0
11506,-1
11507,-2
11508,-2
11509,-1
11510,0
11511,-3
11512,-1
11513,-1
11514,-1
11515,-1
11516,-1
11517,1
11518,-1
11519,-1
11520,0
11521,0
11522,-3
11523,-1
11524,0
11525,0
11526,-2
11527,0
11528,-4
11529,0
11530,-3
11531,0
11532,-3
11533,-2
11534,-2
11535,-2
11536,-2
11537,-2
11538,-3
11539,-4
11540,-4
11541,0
11542,-2
11543,0
11544,0
11545,0
11546,-3
11547,-1
11548,-2
11549,-3
11550,-2
11551,0
11552,-2
11553,0
11554,-1
11555,-1
11556,-1
11557,-1
11558,0
11559,-1
11560,-1
11561,1
11562,1
11563,-1
11564,-1
11565,0
11566,0
11567,-2
11568,1
11569,-1
11570,1
11571,-1
11572,-3
11573,-1
11574,-2
11575,0
11576,0
11577,-2
11578,-1
11579,1
11580,0
11581,-2
11582,-1
11583,-2
11584,0
11585,-1
11586,-2
11587,-1
11588,0
11589,0
11590,-1
11591,0
11592,1
11593,-1
11594,0
11595,-2
11596,-1
11597,0
11598,-1
11599,-1
11600,-4
11601,-6
11602,-1
11603,-3
11604,-1
11605,-4
11606,0
11607,0
11608,-1
11609,0
11610,-1
11611,-2
11612,-1
11613,-1
11614,-3
11615,-1
11616,-1
11617,-1
11618,-1
11619,-1
11620,0
11621,-1
11622,-1
11623,-1
11624,-1
11625,-3
11626,0
11627,-1
11628,-3
11629,-2
11630,0
11631,0
11632,-1
11633,1
11634,-1
11635,-1
11636,-1
11637,0
11638,-2
11639,-1
11640,-4
11641,0
11642,-1
11643,-1
11644,-1
11645,-3
11646,-1
11647,0
11648,-1
11649,-2
11650,-1
11651,0
11652,0
11653,-1
11654,0
11655,-1
11656,-1
11657,0
11658,0
11659,-1
11660,-2
11661,-1
11662,-2
11663,-1
11664,0
11665,0
11666,-1
11667,-1
11668,-1
11669,-1
11670,-1
11671,-1
11672,0
11673,-2
11674,0
11675,-1
11676,0
11677,-1
11678,-3
11679,0
11680,-3
11681,1
11682,-3
11683,-1
11684,-3
11685,-5
11686,0
11687,0
11688,-1
11689,-2
11690,-3
11691,-3
11692,-3
11693,-3
11694,-2
11695,-2
11696,-1
11697,-3
11698,-1
11699,0
11700,-1
11701,1
11702,0
11703,-3
11704,1
11705,-1
11706,1
11707,-3
11708,-2
11709,-1
11710,0
11711,-1
11712,-1
11713,-2
11714,-2
11715,0
11716,0
11717,0
11718,-1
11719,-1
11720,0
11721,1
11722,-1
11723,0
11724,-1
11725,-2
11726,0
11727,-1
11728,1
11729,-4
11730,-1
11731,-1
11732,-4
11733,-2
11734,-1
11735,-1
11736,1
11737,-1
11738,0
11739,-1
11740,-1
11741,-1
11742,-2
11743,-1
11744,0
11745,0
11746,0
11747,0
11748,0
11749,-1
11750,-1
11751,-3
11752,-1
11753,1
11754,-2
11755,-2
11756,0
11757,-3
11758,-1
11759,0
11760,0
11761,-2
11762,1
11763,-2
11764,0
11765,0
11766,-3
11767,0
11768,0
11769,-1
11770,0
11771,-1
11772,-1
11773,-2
11774,1
11775,1
11776,-1
11777,-2
11778,-1
11779,0
11780,-3
11781,-2
11782,-4
11783,0
11784,-2
11785,-2
11786,-1
11787,-2
11788,1
11789,0
11790,-2
11791,0
11792,-2
11793,-2
11794,-1
11795,-2
11796,-2
11797,-1
11798,-2
11799,0
11800,-1
11801,-2
11802,-2
11803,0
11804,-1
11805,0
11806,-2
11807,-2
11808,-2
11809,0
11810,-2
11811,-1
11812,0
11813,0
11814,-2
11815,-2
11816,-1
11817,1
11818,-1
11819,-2
11820,0
11821,-1
11822,-2
11823,-1
11824,0
11825,-1
11826,0
11827,0
11828,0
11829,-1
11830,1
11831,-2
11832,0
11833,0
11834,0
11835,-1
11836,-1
11837,-1
11838,-1
11839,-1
11840,-1
11841,-1
11842,-3
11843,-2
11844,-3
11845,0
11846,0
11847,1
11848,-1
11849,1
11850,0
11851,-1
11852,0
11853,-1
11854,-1
11855,-2
11856,-1
11857,-3
11858,-1
11859,-1
11860,-2
11861,0
11862,-1
11863,0
11864,-2
11865,-1
11866,-1
11867,-3
11868,0
11869,0
11870,1
11871,-2
11872,-2
11873,-1
11874,-2
11875,-1
11876,-1
11877,-1
11878,-2
11879,-1
11880,-2
11881,1
11882,-1
11883,-1
11884,0
11885,-1
11886,-1
11887,-2
11888,0
11889,-2
11890,-1
11891,-1
11892,-3
11893,-3
11894,-5
11895,-1
11896,-1
11897,-1
11898,-1
11899,-1
11900,0
11901,-2
11902,-2
11903,-1
11904,-1
11905,-2
11906,-1
11907,0
11908,0
11909,-2
11910,-1
11911,-1
11912,-1
11913,-1
11914,-1
11915,-1
11916,0
11917,-1
11918,1
11919,-2
11920,-1
11921,1
11922,0
11923,-2
11924,0
11925,-1
11926,0
11927,-1
11928,0
11929,0
11930,0
11931,-1
11932,0
11933,0
11934,-1
11935,0
11936,-2
11937,-3
11938,-1
11939,-2
11940,0
11941,-1
11942,0
11943,0
11944,-8
11945,-1
11946,-3
11947,1
11948,0
11949,-2
11950,-3
11951,-1
11952,0
11953,-2
11954,-1
11955,0
11956,-3
11957,-1
11958,-2
11959,-1
11960,-1
11961,0
11962,-2
11963,0
11964,-3
11965,-1
11966,-2
11967,-1
11968,-3
11969,-3
11970,-2
11971,0
11972,-1
11973,0
11974,-3
11975,-1
11976,-3
11977,-3
11978,-1
11979,-1
11980,-2
11981,-1
11982,0
11983,-1
11984,-1
11985,-3
11986,-1
11987,1
11988,-3
11989,0
11990,1
11991,-3
11992,0
11993,-1
11994,0
11995,-4
11996,-1
11997,0
11998,-1
11999,-3
12000,-3
12001,-1
12002,-1
12003,-2
12004,1
12005,0
12006,0
12007,1
12008,-3
12009,-2
12010,-1
12011,0
12012,0
12013,0
12014,-1
12015,0
12016,-2
12017,-1
12018,-3
12019,0
12020,-1
12021,-1
12022,0
12023,0
12024,1
12025,0
12026,-2
12027,-4
12028,-1
12029,-1
12030,-4
12031,-2
12032,-3
12033,-2
12034,-1
12035,-1
12036,-1
12037,-3
12038,0
12039,-1
12040,0
12041,-1
12042,-1
12043,-1
12044,-1
12045,-2
12046,-1
12047,-4
12048,0
12049,-1
12050,-3
12051,-2
12052,1
12053,-2
12054,0
12055,-2
12056,-1
12057,-2
12058,0
12059,0
12060,0
12061,-4
12062,-2
12063,-1
12064,0
12065,0
12066,-2
12067,1
12068,0
12069,-1
12070,-1
12071,-1
12072,0
12073,0
12074,0
12075,-1
12076,-1
12077,-4
12078,-1
12079,-6
12080,0
12081,-1
12082,-1
12083,-1
12084,1
12085,-1
12086,-2
12087,-1
12088,-4
12089,-1
12090,-1
12091,-1
12092,-4
12093,0
12094,0
12095,-1
12096,0
12097,0
12098,-1
12099,0
12100,-1
12101,0
12102,0
12103,0
12104,-1
12105,0
12106,0
12107,1
12108,-1
12109,1
12110,-1
12111,0
12112,-2
12113,-2
12114,-2
12115,-1
12116,0
12117,0
12118,0
12119,-1
12120,-2
12121,-5
12122,-4
12123,0
12124,1
12125,-1
12126,-1
12127,-1
12128,-3
12129,0
12130,-3
12131,-1
12132,0
12133,0
12134,-2
12135,-1
12136,-2
12137,0
12138,0
12139,0
12140,1
12141,0
12142,-8
12143,-1
12144,-1
12145,0
12146,0
12147,-1
12148,-2
12149,0
12150,-4
12151,0
12152,-3
12153,-1
12154,0
12155,1
12156,-2
12157,-1
12158,-2
12159,0
12160,-1
12161,0
12162,0
12163,-1
12164,-1
12165,-1
12166,0
12167,-1
12168,-1
12169,0
12170,0
12171,0
12172,0
12173,0
12174,-2
12175,0
12176,-1
12177,-1
12178,0
12179,-2
12180,0
12181,-1
12182,-1
12183,-1
12184,0
12185,1
12186,-3
12187,-2
12188,-2
12189,0
12190,0
12191,-2
12192,0
12193,0
12194,-1
12195,-3
12196,-1
12197,0
12198,0
12199,-1
12200,-1
12201,-1
12202,0
12203,0
12204,-6
12205,0
12206,-6
12207,-5
12208,-3
12209,-1
12210,-1
12211,-1
12212,-2
12213,-2
12214,-1
12215,0
12216,0
12217,0
12218,-2
12219,-1
12220,-1
12221,1
12222,0
12223,-1
12224,-1
12225,0
12226,-1
12227,0
12228,-4
12229,0
12230,-1
12231,-1
12232,-2
12233,0
12234,-1
12235,0
12236,-2
12237,1
12238,-1
12239,0
12240,0
12241,-1
12242,-4
12243,-2
12244,1
12245,-1
12246,-1
12247,-1
12248,0
12249,1
12250,-1
12251,-2
12252,1
12253,-1
12254,-3
12255,0
12256,-3
12257,-3
12258,-2
12259,1
12260,-4
12261,-1
12262,-7
12263,0
12264,-3
12265,-2
12266,-2
12267,-2
12268,-1
12269,-1
12270,0
12271,-1
12272,0
12273,-3
12274,1
12275,0
12276,-2
12277,0
12278,0
12279,-2
12280,-4
12281,-2
12282,0
12283,-2
12284,-1
12285,0
12286,-1
12287,-1
12288,-2
12289,-3
12290,0
12291,-2
12292,-2
12293,0
12294,0
12295,0
12296,0
12297,0
12298,-1
12299,0
12300,-1
12301,-2
12302,0
12303,-1
12304,0
12305,-1
12306,0
12307,-1
12308,-2
12309,0
12310,0
12311,-1
12312,-1
12313,-1
12314,0
12315,-1
12316,0
12317,-1
12318,0
12319,0
12320,-2
12321,-5
12322,1
12323,0
12324,0
12325,-1
12326,-2
12327,0
12328,0
12329,-4
12330,-1
12331,-4
12332,-1
12333,-1
12334,-1
12335,-3
12336,0
12337,-2
12338,0
12339,-1
12340,0
12341,-1
12342,-2
12343,-2
12344,-1
12345,-1
12346,1
12347,-1
12348,-3
12349,1
12350,-1
12351,-1
12352,-4
12353,1
12354,0
12355,-1
12356,1
12357,-2
12358,0
12359,-1
12360,0
12361,-1
12362,0
12363,-1
12364,0
12365,0
12366,0
12367,0
12368,-1
12369,-1
12370,-1
12371,-2
12372,-1
12373,-2
12374,-1
12375,-2
12376,-2
12377,0
12378,0
12379,0
12380,-1
12381,-1
12382,0
12383,0
12384,0
12385,0
12386,0
12387,-1
12388,-1
12389,-1
12390,-2
12391,0
12392,-1
12393,-3
12394,-1
12395,-2
12396,-2
12397,-2
12398,-1
12399,-2
12400,-2
12401,-4
12402,0
12403,1
12404,0
12405,-2
12406,-2
12407,0
12408,1
12409,-7
12410,1
12411,0
12412,-2
12413,-4
12414,0
12415,1
12416,0
12417,-1
12418,0
12419,-1
12420,0
12421,1
12422,0
12423,1
12424,-2
12425,1
12426,0
12427,-4
12428,1
12429,-1
12430,-2
12431,-1
12432,-2
12433,-2
12434,-2
12435,0
12436,0
12437,-4
12438,-1
12439,-2
12440,-3
12441,-7
12442,-4
12443,0
12444,-3
12445,0
12446,-2
12447,0
12448,1
12449,-1
12450,0
12451,0
12452,0
12453,-2
12454,0
12455,-1
12456,-2
12457,-2
12458,-2
12459,-3
12460,0
12461,-2
12462,-3
12463,0
12464,1
12465,0
12466,0
12467,0
12468,0
12469,0
12470,-2
12471,0
12472,0
12473,-2
12474,-1
12475,0
12476,0
